,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2518,184,107,7.307386814932486,0.6448598130841121,0.375,0.4742268041237113,0.9523019493985898,0.9837189374464439,0.9677555321390937,0.798580881241351,0.679359468723222,0.7341615420752957
1,1066,1618,4,639,56,33,8.763693270735525,0.8181818181818182,0.48214285714285715,0.6067415730337079,0.9521452145214522,0.9897084048027445,0.9705634987384357,0.8851635163516351,0.7359256309728008,0.8036751345357193
2,7673,1716,3_ESTA,598,43,61,7.190635451505016,0.4918032786885246,0.6976744186046512,0.5769230769230769,0.9757914338919925,0.9441441441441442,0.9597069597069596,0.7337973562902586,0.8209092813743977,0.7749128302835484
3,11012,1736,3,3709,301,165,8.115394985171205,0.6242424242424243,0.34219269102990035,0.44206008583690987,0.9441309255079007,0.9818075117370892,0.9626006904487918,0.7841866748751625,0.6620001013834949,0.717931690143036
4,9001,1720,2,3346,164,180,4.901374775851764,0.5611111111111111,0.6158536585365854,0.5872093023255813,0.9801010739102969,0.9751728472658705,0.97763074984247,0.770606092510704,0.7955132529012279,0.7828616141606396
5,1090,1626,2,3484,192,183,5.510907003444316,0.4972677595628415,0.4739583333333333,0.4853333333333333,0.9694032111481369,0.9720534629404617,0.9707265281359017,0.7333354853554892,0.7230058981368975,0.7281340587241163
6,1430,1686,4,2042,179,115,8.765915768854065,0.6869565217391305,0.441340782122905,0.5374149659863946,0.9481058640373637,0.9806763285024155,0.9641160949868074,0.8175311928882472,0.7110085553126603,0.7605581380041516
7,2665,1746,3_ESTA,231,21,7,9.090909090909092,1.0,0.3333333333333333,0.5,0.9375,1.0,0.967741935483871,0.96875,0.6666666666666666,0.7898089171974522
8,1439,1686,3_ESTA,380,49,24,12.894736842105264,0.8333333333333334,0.40816326530612246,0.547945205479452,0.9185393258426966,0.9879154078549849,0.9519650655021835,0.8759363295880149,0.6980393365805537,0.7769345200625736
9,1595,1697,3,2649,178,118,6.719516798791997,0.6864406779661016,0.4550561797752809,0.5472972972972974,0.9616752271829316,0.9850263051396196,0.9732107157137145,0.8240579525745166,0.7200412424574503,0.7685461062835586
10,2693,1747,3,419,26,19,6.205250596658711,0.6842105263157895,0.5,0.5777777777777778,0.9675,0.9847328244274809,0.9760403530895334,0.8258552631578948,0.7423664122137404,0.7818884515456939
11,3476,1777,2,2161,138,131,6.385932438685793,0.6259541984732825,0.5942028985507246,0.6096654275092938,0.9724137931034482,0.9757785467128027,0.9740932642487047,0.7991839957883653,0.7849907226317636,0.792023777522844
12,8596,1707,4,1482,159,128,10.728744939271255,0.78125,0.6289308176100629,0.6968641114982579,0.9564254062038404,0.9788359788359788,0.9675009338812103,0.8688377031019202,0.8038833982230209,0.8350994134295634
13,1348,1679,3_ESTA,272,32,20,11.76470588235294,0.8,0.5,0.6153846153846154,0.9365079365079365,0.9833333333333333,0.9593495934959351,0.8682539682539683,0.7416666666666667,0.799983567496508
14,4071,1713,4,475,58,22,12.210526315789473,0.7272727272727273,0.27586206896551724,0.4,0.9072847682119205,0.9856115107913669,0.9448275862068966,0.8172787477423239,0.6307367898784421,0.711992047590683
