,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2518,184,125,7.307386814932486,0.6,0.4076086956521739,0.48543689320388345,0.9544504805683243,0.9785775492716366,0.9663634440448488,0.7772252402841622,0.6930931224619052,0.7327521471454129
1,1066,1618,4,639,56,32,8.763693270735525,0.8125,0.4642857142857143,0.5909090909090908,0.9505766062602965,0.9897084048027445,0.9697478991596639,0.8815383031301482,0.7269970595442294,0.7968438482890381
2,7673,1716,3_ESTA,598,43,55,7.190635451505016,0.5636363636363636,0.7209302325581395,0.6326530612244898,0.9779005524861878,0.9567567567567568,0.9672131147540983,0.7707684580612757,0.8388434946574481,0.8033664335553516
3,11012,1736,3,3709,301,138,8.115394985171205,0.7101449275362319,0.32558139534883723,0.44646924829157175,0.9431531783814058,0.9882629107981221,0.9651812580598941,0.8266490529588189,0.6569221530734797,0.7320768608851494
4,9001,1720,2,3346,164,191,4.901374775851764,0.518324607329843,0.6036585365853658,0.5577464788732395,0.9793977812995246,0.9710873664362036,0.975224869812214,0.7488611943146838,0.7873729515107848,0.7676343485030597
5,1090,1626,2,3484,192,177,5.510907003444316,0.4745762711864407,0.4375,0.45528455284552843,0.9673420018143333,0.9717496962332929,0.9695408395211396,0.720959136500387,0.7046248481166464,0.7126984134734982
6,1430,1686,4,2042,179,89,8.765915768854065,0.7865168539325843,0.39106145251396646,0.5223880597014925,0.9441884280593958,0.989801395598497,0.9664570230607966,0.8653526409959901,0.6904314240562317,0.768058588148128
7,2665,1746,3_ESTA,231,21,9,9.090909090909092,0.8888888888888888,0.38095238095238093,0.5333333333333333,0.9414414414414415,0.9952380952380953,0.9675925925925928,0.9151651651651651,0.6880952380952381,0.7855502336865389
8,1439,1686,3_ESTA,380,49,29,12.894736842105264,0.8275862068965517,0.4897959183673469,0.6153846153846154,0.9287749287749287,0.9848942598187311,0.9560117302052785,0.8781805678357402,0.7373450890930391,0.8016240735682301
9,1595,1697,3,2649,178,124,6.719516798791997,0.6451612903225806,0.449438202247191,0.5298013245033112,0.9611881188118812,0.9821934439498179,0.9715772618094475,0.8031747045672308,0.7158158230985044,0.7569832092701593
10,2693,1747,3,419,26,17,6.205250596658711,0.7058823529411765,0.46153846153846156,0.558139534883721,0.9651741293532339,0.9872773536895675,0.9761006289308177,0.8355282411472051,0.7244079076140145,0.7760103070917586
11,3476,1777,2,2161,138,134,6.385932438685793,0.6119402985074627,0.5942028985507246,0.6029411764705882,0.9723729649728663,0.9742956005931784,0.9733333333333334,0.7921566317401645,0.7842492495719515,0.7881831086148637
12,8596,1707,4,1482,159,134,10.728744939271255,0.7388059701492538,0.6226415094339622,0.6757679180887373,0.9554896142433235,0.9735449735449735,0.9644327967053538,0.8471477921962887,0.7980932414894679,0.821889210944296
13,1348,1679,3_ESTA,272,32,15,11.76470588235294,0.8666666666666667,0.40625,0.5531914893617021,0.9260700389105059,0.9916666666666667,0.9577464788732395,0.8963683527885863,0.6989583333333333,0.7854493194003711
14,4071,1713,4,475,58,20,12.210526315789473,0.8,0.27586206896551724,0.4102564102564103,0.9076923076923077,0.9904076738609112,0.9472477064220183,0.8538461538461539,0.6331348714132142,0.7271105221100688
