,inv_nr,year,round,#tokens,#gold_event_tokens,#predicted_event_tokens,gold_event_density,P-event,R-event,f1-event,P-none,R-none,f1-none,P-macro,R-macro,f1-macro
0,1160,1647,2,2518,184,117,7.307386814932486,0.6239316239316239,0.3967391304347826,0.48504983388704315,0.9537692628071637,0.9811482433590403,0.9672650475184793,0.7888504433693938,0.6889436868969114,0.7355199506270025
1,1066,1618,4,639,56,38,8.763693270735525,0.7894736842105263,0.5357142857142857,0.6382978723404255,0.956738768718802,0.9862778730703259,0.9712837837837838,0.8731062264646642,0.7609960793923058,0.8132054068477357
2,7673,1716,3_ESTA,598,43,56,7.190635451505016,0.5178571428571429,0.6744186046511628,0.5858585858585859,0.974169741697417,0.9513513513513514,0.9626253418413856,0.74601344227728,0.812884978001257,0.7780149273688478
3,11012,1736,3,3709,301,162,8.115394985171205,0.5679012345679012,0.30564784053156147,0.39740820734341253,0.9410769664505215,0.9794600938967136,0.9598849748382459,0.7544891005092114,0.6425539672141376,0.6940372504650988
4,9001,1720,2,3346,164,177,4.901374775851764,0.5706214689265536,0.6158536585365854,0.592375366568915,0.9801199116440518,0.9761156505342552,0.9781136828845852,0.7753706902853027,0.7959846545354203,0.7855424593525685
5,1090,1626,2,3484,192,172,5.510907003444316,0.5174418604651163,0.4635416666666667,0.489010989010989,0.9689009661835749,0.9747873633049817,0.9718352513628103,0.7431714133243457,0.7191645149858242,0.7309709057512399
6,1430,1686,4,2042,179,110,8.765915768854065,0.6818181818181818,0.41899441340782123,0.5190311418685121,0.9461697722567288,0.9812130971551262,0.9633728590250329,0.8139939770374554,0.7001037552814737,0.7527654628048605
7,2665,1746,3_ESTA,231,21,9,9.090909090909092,0.8888888888888888,0.38095238095238093,0.5333333333333333,0.9414414414414415,0.9952380952380953,0.9675925925925928,0.9151651651651651,0.6880952380952381,0.7855502336865389
8,1439,1686,3_ESTA,380,49,25,12.894736842105264,0.92,0.46938775510204084,0.6216216216216216,0.9267605633802817,0.9939577039274925,0.9591836734693878,0.9233802816901409,0.7316727295147667,0.8164236027611973
9,1595,1697,3,2649,178,116,6.719516798791997,0.6896551724137931,0.449438202247191,0.54421768707483,0.9613106987761547,0.9854309995953056,0.9732214228617105,0.825482935594974,0.7174346009212482,0.7676755321649738
10,2693,1747,3,419,26,14,6.205250596658711,0.7857142857142857,0.4230769230769231,0.55,0.9629629629629629,0.9923664122137404,0.9774436090225563,0.8743386243386243,0.7077216676453317,0.7822563936898704
11,3476,1777,2,2161,138,141,6.385932438685793,0.5886524822695035,0.6014492753623188,0.5949820788530465,0.9727722772277227,0.9713297083539298,0.9720504575810042,0.7807123797486131,0.7863894918581243,0.7835406526167782
12,8596,1707,4,1482,159,118,10.728744939271255,0.8220338983050848,0.610062893081761,0.7003610108303249,0.9545454545454546,0.9841269841269841,0.9691105321920356,0.8882896764252697,0.7970949386043725,0.8402250724006344
13,1348,1679,3_ESTA,272,32,16,11.76470588235294,0.9375,0.46875,0.625,0.93359375,0.9958333333333333,0.9637096774193549,0.935546875,0.7322916666666667,0.82153417518932
14,4071,1713,4,475,58,23,12.210526315789473,0.7391304347826086,0.29310344827586204,0.41975308641975306,0.9092920353982301,0.9856115107913669,0.9459148446490219,0.8242112350904194,0.6393574795336144,0.7201105251912501
